seq_1,seq_2,label
状况怎么样,怎么回事怎么回事,0
你会离开我,你一定会离开我的,1
我要玩一个游戏,你玩哪些游戏,0
我有名字,名字你有吗,0
还陪我多久你能,你还能陪我多久,1
小欧你喜不喜欢李易峰啊,你到底喜不喜欢李易峰啊,1
那个叫什么来着,留下你的芳名,1
爱我你就陪陪我,你能够陪陪我吧,1
这最多就是一个脑筋急转弯,来一个脑筋急转弯,0
老是出来这个,出来出来,0
爱上你我很快乐,我爱上你了,0
R17有哪些配置,A7用了什么芯片,0
我是不是全世界最帅的,全世界最帅的仔是我不,1
OFFICE,Breeno可不可以打开WPS应用频道,0
做你应该做的事,你做的事,0
来唱歌给我听,我要听忘情水这首歌,0
我真烦你,你真的很让我烦,1
我能告诉你什么呢,告诉你什么,1
我能追求你吗,你做我的女朋友好吗,0
火车的声音,我没有声音,0
我很想你哦,想你想到无法自拔,1
有没有什么好看的电影推荐呀,你爱不爱好看电影,0
帮我打开闹钟,你帮我设个闹钟吧！,0
K7价格,K3的价格,0
给我讲讲人生哲学,教我一些人生哲理,1
那我不说话了,我都不怎么能说话,0
我不想说你先说,你说吧我不说了,1
怎么不讲了,原则不讲的就是他们,0
换首好听的,换一首歌老表,0
你爸妈长什么样,你爸妈到底长什么样,1
你要吃点饭吗,你吃了饭吗,0
安全加密在哪里！,安全于隐私在哪儿？,1
a92s的屏幕,A92s支持息屏时钟吗,0
你的良心被狗吃了吗,你的良心真的被狗吃了吧,1
我想你了你睡了吗,你睡了吗,1
陈浩民是不是很好看,陈浩民帅不帅,1
请别让我再怀疑你的性别好吗？,我就问你是男的还是女的,1
把微信帮我打开,你有微信么,0
nfc有什么用？,NFC怎么使用,0
打开虎牙视频,开虎牙直播,0
明天要上班,所以说啊明天要上班呀,1
那你说话呀,你会不会说话的,0
出来出来,出来了吧嘿嘿,0
红点闪烁边缘,左上角有闪烁的红点,0
打电话给我的男朋友,你想和我谈恋爱吗,0
我现在还是单身怎么办,怎么还是单身,0
袋鼠的英文怎么读,小的英文,0
钢铁侠你知道吗,你知道钢铁侠吗,1
你别骗我啊,你不要给我下套,1
怎么样储存空间扩大？,存储空间需怎么样查到,0
鸡和蛋到底谁先有的呢你猜,你说先有鸡还是先有蛋,1
你跳个舞给我看看,你能跳个舞给我瞅瞅吗,1
嗯查今天的天气,今天的天气很好哦,0
今天她们阿姨吃的什么饭,今天你吃的什么饭,0
我们的舅舅身份证上叫什么,你妈身份证上叫什么,0
你都不理我,你现在一直不和我说话,1
你会做一些什么,什么是你会做的呢,1
我想死怎么办,我怎么办,0
活着真的好吗,人活着为什么,0
苏有朋老婆是谁,苏有朋你们的阿姨是谁,0
霍元甲是怎么死的,1998年发生了什么,0
我的老公你喜欢吗,你喜欢我老公吗,1
放音乐啊,你知道什么音乐,0
爷爷的妈妈,妈的妈的呢,0
今天农历几号,万圣节哪一天,0
要考试了求个彩虹屁打气,打开白噪音专注,0
有碎屏险,我的有碎屏险吗,0
怀孕能吃甲鱼吗,怀孕能吃圆葱吗,0
这样的话不该说,说错话了,1
要开始出勤了,开始上班了,1
oppoA72换屏,opopoppa37锁屏怎么换,0
又一天开始了,60秒倒计时开始,0
现在还是单身贵族，求夸,世界上最帅的人是谁,0
新短信,发短信给陈小春,0
说四川话给我听,我太想听你讲四川话了,1
外面的世界有什么,世界上最小的兔子照片,0
难道生活不累吗,生活好累,1
我有钱也不是,什么都不是,0
我在这里我在这里看见我了吗,你看见我了吗我在这儿呢,1
千万不要后悔,不要后悔,1
不需要叫我了呢,不用叫我了,1
说英语啦,老子的英语又怎么说,0
可以再唱一首歌,再唱首歌,1
你觉得你情商和其他人比怎么样,你情商高不高,1
话说我也好开心呀,我也好开心呀,1
那手机没电了呀你店里买有个屁用,我手机快没电了,0
我该咋叫你呢,我叫你关掉浏览器,0
今天你会下雨吗,今天下雨有点感冒吧,0
电话发过来,淘宝电话,0
我问你姓什么,你连你姓什么你都不知道吗,1
我想和你睡一觉,我可以和你睡一觉吗,1
我的手机为什么没有声音了？,为什么我的手机没有声音了,1
赵本山的老婆是谁,你女人是谁,0
如何设置息屏看时间,如何设置息屏时间,1
R11s Plus手机的价格,R11PLUSK屏幕价格,0
忘带东西了怎么办,忘了带东西,0
那你的梦想呢,你的第一个你的梦想是什么我的梦想是,0
5g手机可以使用4g,4G手机能否使用5G网路,0
蓝牙耳机一只不能连接,能不能连接蓝牙耳机,0
恢复游戏空间,修复游泳空间,0
你最近在干什么呀,你在干什么嗯,0
暑假怎么写,发怎么组词,0
我不在的时候你在干什么,你做什么呢在我不在的时候,1
谁创造了你,你爸爸叫什么名字啊,1
我有点无聊怎么办,怎样才能让我的生活有点情趣,0
我的热点密码是什么？,我的热点密码是什么,1
有什么我可以帮你的,我能帮到你什么吗,1
还有过光了吗,我说过了呀,0
手机怎么充电,哇手机没电,0
我想去月球,你想我了,0
正好我喜欢吃肉,我喜欢吃肉,1
难道你真的不累啊,那你累不累啊,1
讲个冷笑话听听,讲一个冷笑话给我听呗,1
新款OPPO手机图片,OPPO有哪些机型,0
我在这里我在这儿看见我了吗,医院我在这里我在这儿看见我了吗我在这儿呢,0
你知道怎么放鞭炮吗,你会放鞭炮吗,1
因为你太蠢了,因为你太笨了,1
十七点四十叫我起床,七点四十叫我起床,0
小孩为什么要听话,为什么小孩要听话,1
二十厘米等于多少分米,三小时等于多少分钟,0
你能不能听我说完,你听我说完不行吗,1
这个真的不错,我觉得挺合适的,0
我觉得你的声音有点小,你的声音有点小,1
用手机连接摄像头。,无线摄像头使用手机顶部,0
帮我打开妈妈的微信,发信息给宝贝,0
a92s的充电器规格,a92s充电规格,1
今天的天气很好哦,今天天气怎么样明天会不会下雨,0
能不能别逼逼,要吹牛,0
过大年,现在多少点,0
我要把你吃了,我吃了你,1
怀孕能吃薯条吗,怀孕能吃胶玉蘑吗,0
我的手机为什么充不上电了？,为什么我的手机充不了电,1
打电话给老蒋,打电话给渣渣辉,0
脚很臭怎么办,为什么我的脚会臭呢,0
我喜欢他他不喜欢我,他不喜欢我我却爱恋这他,1
手机电灯怎么不亮了,手机按键背光灯不亮了怎么办,0
我都叫你了你还不出来吗,我叫你你能出来吗,1
我外婆快点露个脸,你快点露个脸,0
闹钟响了,帮我订一个六点十分的闹钟,0
oppo o feer,Opporeno,0
吃中午饭了吗,你吃过饭了吗,0
元音字母有哪些,作业写不完了怎么办,0
请问你是哪位,您尊姓大名,1
问你叫什么,你的名字是什么,1
我一孤单就会思念你,当我孤单的时候我会想起你,1
这个也是那个啥,哦就是那个啊,0
你还可以干什么,你有哪些功能,1
你好再见再见吧,你好再见,1
oppo a79屏幕多少钱,A79屏幕价格多少钱,1
你家到底几口人,你家人呢,0
嘿嘿再见,再见了学校,0
暗恋桃花源,我喜欢看暗恋桃花源,0
打开植物功能,帮我打开植物功能,1
这个人很好啊,这个人啊,0
那是谁发明你的呢,谁发明的汽车,0
查找手机锁死了,手机被查找手机锁死了，怎么激活,0
谁是世界上最美丽的男子,谁是世界上最美丽的女人,0
难道你没有超能力,你有超能力吗,1
说出来我去哪儿了,你猜我去哪儿,1
你眼光很好,你好鹰眼,0
体彩排列五,三d出什么号,0
白小白歌曲,你会唱什么歌,0
你真的不行,你为什么这么不行,1
我都关机,我怎么关机呢,0
帮我看一下这件衣服,你说这件衣服我穿怎么样吗？,0
那这个OPPOReno这个,OPPOReno时,0
十万日元等于多少人民币,一百人民币等于多少港币,0
我的生日你知道吗,你怎么没给我买礼物今天我的生日啊,0
小布帮我打开支付宝,在支付宝,0
放暑假还有多长时间,寒假学校放的时间好长啊,0
婴儿歌曲,你年龄多大,0
在问你一次我是谁,嘿我想问问你我是谁,1
红心火龙果有什么作用,现在你有什么功能,0
高血压怎么办,少年儿童维生素a缺乏会影响什么的发育,0
肾虚怎么治,怎么睡觉会打呼噜,0
没事走吧,快走吧没事,1
我不要爱的拥抱,你的拥抱爱给谁给谁不用给我,1
夸夸聚餐有什么啊,夸夸我的长相呗,0
酒喝多了睡不着,酒喝多了怎么办,0
那你的梦想呢,为了梦想,0
她叔叔接受小红这个名字吗,你接受小红这个名字吗,0
手环蓝牙版本,oppo手环的蓝牙版本,0
跟他说了,我跟他说话,0
那时候的,过来的时候,0
请帮我烧开水,请帮我什么,0
那为什么不回复我,所以说为什么不回复我,1
你叫siri,以后你叫siri,0
给我发个红包呗,帮我发微信红包给哥哥,0
我叫你很大声你就不能答应下来吗,为什么叫你不答应,1
比喻句比喻句,比喻句,1
我请你吃吃吃,我是西瓜你吃西瓜皮我吃,0
给我讲个故事吧,你给我讲个故事听,1
给我找一下微信,微信有没有新消息,0
明天早上五点四十分叫我起床,九点十分的闹钟,0
手机应该商场,所有oppo手机都有软件商店吗？,0
你会听粤语吗,你会不会听粤语,1
你说王俊凯帅不帅,你觉得王俊凯帅不帅,1
我现在就给你改个名字哈,你现在就给我改个名字哈,0
你有freestyle吗,你会唱说唱吗,0
美女我好喜欢你,小我好喜欢你,0
我现在还在,我现在在那偷笑,0
这是什么呀,这是什么,1
我想写个给女朋友的个性签名,女朋友想写个给我的个性签名,0
网络怎么变成4G了,4G手机怎么变成3G网络了,0
哪些星座,十一月四日是什么星座,0
你给我弄好。,你好我我想问一下啊！嗯嗯定位怎么定位啊我的丢了我我是买的oppo！,0
拨打个微信视频给老公,我要进微信,0
我就想跟你玩嘛我喜欢你,我好想你哦,0
今天西安天气怎么样,今天天气不错,0
把音乐关掉我现在有空有事,你什么时候有空,0
没事不妨就跟我聊天,不如和我聊天,1
怎么说我不觉得,你怎么觉得我不爱你,0
我怎么可能爱过你你还不滚,我不爱你给爷爬,0
是什么意思,stronger是什么意思,0
碎屏险多少钱,屏碎保卖多少钱啊,1
我都叫你了你还不出来吗,我应该怎么把你叫出来,0
我真的好开心啊,我今天特别开心,1
能帮我打开电风扇吗,你能帮我什么,0
放首年年的,唱首歌给我呗,0
等我一会儿,太谢谢你了麻烦等我一会,1
你怎么能亲我呢,你不可以亲我,1
oppo手机是哪个国家的？,OPPO手机是哪个国家的,1
四颗星的运势,今天的星座运势,0
排列三开奖结果,乐透开奖结果,0
你这么自恋为什么,你咋这么自恋呢,1
我们爸爸的优点在哪里,你的优点在哪里,0
我梦见我杀了人,在梦中我杀了人,1
Reno4se支持NFC吗,Reno2 Z是否支持NFC,0
我太讨厌了,太讨厌了,0
系统自带的输入法,我手机自带的输入法不见了,0
我才刚刚吃完饭,我吃完饭,1
我能问你个问题么,Hey可以问你个问题吗,1
飞花令,什么是飞花令,0
有什么不明白,不明白的哪有什么,1
北京团结湖北头条一号楼东兴旅馆,会说北京话不,0
还有手机是新买的,"手机坏了,去专卖店买个新的吧",0
为什么手有汗手机就断触,为什么我手机充电异常,0
不要学我说话,不要学我,1
我要分手了,我想要分手了,1
睡不着觉怎么办,为啥睡不着觉,0
给我讲个生意精,我给你讲一个,0
水瓶座聪明吗,射手座的特征,0
你会古诗吗,不可思议你竟然会古诗词,0
亮度调低再调低一点,亮度调低一点,1
我不是你的宝贝,你的宝贝不是我你记清楚了,1
没有关系的,没什么关系,0
那号码,一个电话号码,0
你会唱什么歌,一曲相思歌曲,0
请为我打开淘宝,淘宝真是太害人了,0
在游戏中怎么打开游戏加速器,在游戏中怎么打开,0
我问的事这不手机多少钱,我这部手机还能换多少钱？,0
为什么爱你,为什么我这么爱你,1
给我讲个故事吧,再给我讲个故事吧,1
鼻子的英语是什么,不客气英语怎么说,0
Reno2 Z,RENO2z,1
阿呆没意思,这个就没意思了,0
泰迪狗的照片,你的照片呢,0
说话小冰,和小冰聊聊天,0
你都不出来,你这样不行的你不能总是一直都不出来,0
是不是饿的,你会不会饿,0
我要找的是我的语音助手,我想要回我的是语音,0
你生在哪,你父母在哪呢,0
明天松原的天气怎么样,明天天气好吗,0
处女座男生和巨蟹座女生,你知道白羊座男生喜欢什么样的女生吗,0
谁的歌好听好听,我要你歌曲好听吗,0
嗯你爸爸是谁,你爸爸叫什么名字啊,1
怎么打开私密保险箱？,保险箱打不开怎么办,0
那你撒个娇来看看,你来看看吧,0
你不要离开我好不好,你不要抛弃我好不好,1
的新闻,播报新闻早报,0
话说我喜欢谁,我喜欢谁,1
查看未接来电,你的电话是多少,0
爸爸我的爸爸在睡觉,我爸爸妈妈都在屋里睡觉呢,0
你这个样子怎么可以,你怎么可以这个样子,1
说话也是,你是怎么说话的,0
我在学习没发现吗,我在学习,1
那你赶紧加油啊,那你快点加油,1
我觉得你应该爱我,你能爱我吗,0
都有谁看见了,谁看见了,1
我说了不喜欢迪丽热巴,我不喜欢迪丽热巴,1
今天就不喜欢你了呗,一点都不喜欢你,0
这个明天八点的闹钟,打开明天早上八点,0
等你等了这么久,我等你等了那么久,1
那是怎么样,那个怎么样,0
设置一个早上七点半的闹钟,定一个四点半的闹铃,0
我没有你厉害,你厉害还是没我厉害,0
真的没有了呢,没有了呢,1
帮我订五点的闹钟,九点三十分叫我起床,0
我确实爱你啊,我爱你啦,1
r11s怎么能语音唤醒语音助手,k1语音助手,0
你会还是不会嫌我烦,你会不会嫌我烦,1
那个人是男的,是个男的,0
王凯是我表哥,小布我是王俊凯的老婆吗,0
定三点五十闹钟,六点准时叫我,0
open,breeno,0
breeno指令的介绍,Breeno语音和Breeno指令有什么区别,0
给我讲个搞笑的,我想听你说笑话,0
多大了你,A5多大电池,0
今天的天气很好哦,今天大同的天气,0
超级无敌高级故事,民间故事,0
我瞌睡了,我有点想睡觉,1
请别生我的气,你别不满了,1
我要不开心死了,嗯不开心,1
打开我的日程,删除今天所有日程,0
就可以讲直接讲话了,你可以讲话吗,0
手机可以改序列号吗？,可以改手机号吗,0
不好意思，刚开小差了,"不好意思,刚开小差了",1
你是男孩子还是女孩子啊,你是男孩子还是女孩,1
是什么英语,我想学习英语,0
今天放假吗,今天放不放假呀,1
那你会和我谈恋爱吗,和我在一起你会吗,1
我邀请你去吃饭你会去吗,对呀我想请你吃饭,1
我能说一个不字吗,我可以说一个不吗,1
换首好听的,换一首华晨宇的歌曲,0
打开小红书我的购物车,我可行好想小红书购物车,0
睡觉了我睡觉了,我们才能睡觉,0
OPPO的最新品牌,OPPO最近有什么活动,0
你喜欢玩绝地求生吗,你会玩绝地求生吗,0
提醒我生日,一点钟提醒我,0
r17 pro头像生成器,OPPOr17处理器,0
我觉得小艾同学比你厉害,我觉得小爱比你厉害,1
手机存储不足,手机一直存储不足,1
说话的说话,你怎么说话,0
是你不够好,就从这车我是很不够,0
关于团结的名言,人不可貌相海水不可斗量的意思是什么,0
他是真的比你厉害的,siri比你厉害多了,0
讲一个睡前故事吧,动物故事,0
你会不会说河南话啊,你会不会说方言,0
那你真的有用吗,那你有啥用,1
明天你大概几点就起床了,明天你几点起床,1
有没有充满电呢,充满电了没,1
欢迎欢迎,你好欢迎欢迎,1
小o迷你世界激活码是多少？,你们可可游戏中心的客服电话号码是多少,0
手机下载软件桌面没有图标,手机上下载的软件桌面没有,1
你是啥软件,你是什么软件啊,1
那你早点休息吧,所以说啊你就早点休息吧,1
你可以说日语吗,你会讲日语吗,1
换了手机屏幕之后,手机屏幕按压时出现水波纹的原因,0
打开你今天真好看,你真漂亮,0
今天的天气很好哦,今天东莞天气怎么样,0
霎时的近义词是什么,拖地的拖怎么写,0
别人嫌恶的是你吗,你是不是很讨厌,1
赶紧上班,好想赶紧放假,0
你的星座是什么,一零七四是什么星座,0
投诉电话,OP投诉电话给我,0
想跟女孩子聊天,我想跟女生聊天,1
我跟你说我是你爸爸,我叫你爸爸,0
大方一点咯,不要小气嘛,1
累不行了我,我说好累,1
要不要一起打王者,来打王者,1
OPPO是一家什么公司,OPPO又是一家吗,0
我给你说个事情,我给你讲个故事吧,0
RenoAce充电,Reno Ace如何充电,0
把歌拷进内存卡里去。,我的好像是内存卡槽坏了，插卡上去了都不能读取到,0
猜猜我叫什么,我叫小白,0
OPPO手机有没有语音助手？,OPPO手机有没有语音助手,1
歌曲九妹,你会唱什么歌,0
好的谢谢你,多谢多谢,1
请称呼我为爸爸,叫声爸爸给我听听,1
他还不理我啊,不然我就要投诉你了,0
那么记得吗,还记得我吗,0
你现在立即告诉我今天天气怎么样,今天日子好吗,0
跟你说也不听,干啥呢在跟你说的那个是不晓得,0
你在哪里我好想你,为什么你会出现在哪里你不知道我很担心你很想你吗,0
做我女人吧,你是我老婆吧,0
是不是他的,不是他的,0
微信视频美颜功能型号,微信视频美颜功能介绍,1
不要那么客气,不用那么客气应该的,1
那能叫什么,猜猜我叫什么,0
此刻我有些紧张,我现在很紧张,1
你怎么什么都会,你为什么什么都会,1
你觉得你是男生还是女生,你是男的还是女的,1
Reno是什么意思,OPPOReno好卡呀,0
啥信息,发短信给站长,0
没有账号给怎么办？,没有云账号，丢了怎么办,0
卡针打不开,卡槽打开,0
现在要充电吗,充电了要现在,0
打开桌面桌面,打开桌面,1
你会说方言吗,你会不会讲方言,1
Reno4 Pro包装清单,RENO4SE的包装,0
快点下来,你快下来吧马上上课了,1
在哪里呢,下班以后你打算去哪里吃饭,0
扬声器杂音的原因及解决方法,手机老是有杂音,0
你还能说什么,你还会讲什么,1
鄂尔多斯到呼市的航班是几点,你一般几点起床啊,0
好喽color,ColorOS好不好,0
发微信消息给丫丫说明天过来吃饭,你今天吃饭了吗,0
能不能说点别的,可不可以说另一个事,1
话说下定决心忘记你,下定决心忘记你,1
全国人民代表大会代表每届任期,中国手机,0
我要听话是心里话,你要听我的话,0
我不会解锁啊,我不会耶,0
我现在很不高兴,一点都不高兴,0
打着打着,打打打打打,0
删除QQ好友,QQ分组,0
你才知道呀,你咋啥都知道呢,0
你有小孩啊,你有几个孩子啊,0
我真的很靓丽吗,我真的很美吗,1
你再这样我生气了,下次你这样我就生气了,1
我是开心的,我也开心,1
打开百度搜索搜索,打开百度搜索,1
我钱没了吗,我还有钱吗,1
OPPO手机质量怎么样,OPPO手机有没有,0
renoZ电池,Reno Z的电池介绍,1
早就说你不说话,不想和你说话了,0
请说中文用英语怎么说,说英语啦,0
打开微信给我儿子打电话,小布点开微信,0
画个心送给你,我给你比心心,1
那你的小名叫什么,别人给你取了什么样小名,1
妈妈累生病了,妈妈好累,0
收到了吗,你现在有收到吗,1
连接无线网络超时,网络超时,0
你怎么这么厉害,你可真厉害,1
没戴眼镜,你没戴眼镜,1
我竟无言以对,我应该说什么,0
能做什么,你有什么用啊,1
长这么磕碜是什么原因,我觉得你长得很丑,0
你就叫我老公吧,你叫我老公,1
听懂了吧,也许没懂吧,1
明天我就要读书yydgdi,明天我就要上学了,0
我了解了,我know了,1
打开笑话段子第三个,帮我讲个笑话呗,0
哎呀你好讨厌,你真的令人讨厌,1
我要分手了,我今天分手了,0
不是男的好可惜,不是男的,1
让人接不上,怎么接不上屏,0
谁还像我一样到现在还没有睡觉的,到现在没有休息的还有谁,1
那你跳个舞吧,那你就来给我跳个舞呗,1
我在外面吃好了,我不回去吃饭了,1
教我谈恋爱,你教我谈恋爱吧,1
兑换的礼品非本人操作,OPPO官方cdk兑换券去哪兑换？,0
破解手机密码,手机密码,0
你是世界上最好看的人,世界上任何人都没你好看,0
可不可以拜托我给你啊,可不可以拜托你给我啊,0
所以说你怂了吗,就说你是不是怂了,1
你很温柔,你好温柔呀,1
我想知道你到底会不会隐身,你会隐身吗,1
三模八频的概念介绍,三模八频的概念,1
小布你觉得蔡徐坤帅还是我帅,你喜欢权志龙还是喜欢我,0
我才不要担心你呢,我才不担心你呢,1
股指,网易的股价,0
播放英雄联盟,你是英雄,0
你唱歌真的难听啊,你唱歌真好听,0
你是男人吗,你是不是男的啊,1
有没有什么好听的音乐,我要听笑起来真好看,0
肯定是你要不然那,当然是你了,1
反正要吃,你告诉我要吃什么,0
工资难道不是你要的吗,你要工资吗,1
更改字体的设置方法,更换字体设置,1
我妈几岁,你知道你妈多大了,0
放首歌我听一下,我要听你唱歌,0
为什么我的cf不能全屏,为什么你们的老师的cf不能全屏,0
我正在和你聊天不是吗,我不正在跟你聊天吗,1
"每天早上八点起床,去上班",定一个早上明天八点的闹钟,0
香蕉英语,你能说英语吗,0
你真是厉害,你好厉害,1
知道蔡徐坤吗,你知道蔡徐坤吗,1
打电话给QQ,打打开QQ,0
来给我讲个故事,小给我找一个笑话,0
怎么逗乐另一半,家常可乐鸡翅怎么做,0
打电话时手机发热,充电时手机发热,0
都是谁啊你,Siri是你的谁,0
关于夏天的谚语,关于友谊的名言,0
虽然可以了但是没有,可以了没有,0
Reno是什么时候发布的？,Reno几号发布,0
我喜欢王一博,想要嫁给王一博,0
今天的天气很好哦,九部今天什么天气,0
你学过英语吗,你听得懂英语吗,0
这里我在这里看见我了吗我在这儿呢,看见我了吗我在这儿呢,1
明天三点半叫我,帮我设一个十一点半的闹钟,0
所以时间久了你还会喜欢我吗,你会喜欢我多久,1
你有多少钱啊,你多少钱,0
放毒,打开毒鸡汤,0
让我回去,让我们回去吧,0
你这是想作死吗,你是不是想死了,1
谁演的电影你是必看的,西游记是谁演的,0
我把你的名称呼改成,我怎么称呼你,0
你哪天出生的,你什么时候出生的呀,1
oppo的有越南字模式的吗,OPPO有青少年模式吗,0
超级无敌模式,将无声模式吧,0
来我们玩玩他不打扰你来,好吧那我就不打扰你了,0
喂你好今天天气怎么样,今天天气真好,0
你的星座是什么,九月初一是什么星座,0
你太会说了,你会说绕口令,0
电脑会被我玩,我要玩电脑,1
我是不是你的最好的朋友呢,我们是好朋友吗,1
如何让手机省点,A8如何使用手机搬家,0
快点回答我的问题,你要告诉我什么答案,0
王者荣耀的最高段位是什么,王者最高段位是什么,1
我变胖了是不是,你觉得我胖不胖,0
录像录像,小布打开录像,0
那你喜欢王一博吗,小布来玩王者,0
提醒我吃饭,你需不需要吃饭,0
这是一首歌我让你给我唱,给我的这个歌,0
开启云服务的方法,云服务短信恢复方法,0
给我唱首歌吧,给我唱一首日本的ppAP,0
那你想怎么叫我呢,你要叫我什么,0
我身后有人吗,在我身后有人吗,1
我就是火气这么大的一个人,我们妹妹就是火气这么大的一个人,0
我打你屁股,我打你屁屁,1
烟花声,小布我想听一下跑步的声音,0
万能钥匙WIFI,WIFI万能钥匙,1
A72价格,A52的价格,0
这个密码是什么,他的密码是什么,0
闹钟响了,帮我设一个明天早上六点的闹钟,0
手机充满电后充电器是否会自动断开,一直充不上电,0
手机铃声小,手机铃声?,0
我不喜欢你的名字,哦我只想给你换个名字觉得这个不好听,0
OPPO怎么弄充电提示音,OPPO充电提示音怎么弄啊？,1
我昨天什么时候说喜欢你了,我在想我昨天是啥时候给你表白说喜欢你的,1
爱怎么了,哎出什么是了,0
手机黑屏手势失效,手机屏耐看,0
你有微信吗,九打开微信,0
你能陪我多长时间呢,你能陪我多久呢,1
告诉我你懂不懂,你不懂啊,1
你高智商吗,你是不是智商低啊,0
特别难过我今天,我今天好难过呀,1
我确定不会想你,我不会想你,1
我没有惹你让你不高兴吧,我没有惹你不开心吧,1
请问今天天气怎么样,今天天气不错,0
谁是你弟弟,你有弟弟吗,0
打开电话册,工商银行的客服电话,0
是哪个学校毕业的,不知道你是哪个学校毕业的,1
请你吃饭可不是我想的,我不想请你吃饭,1
这究竟是什么,这到底是什么,1
四g手机和五g手机的区别,5g手机通话是否掉线4g,0
激情故事,我要听老墨家族的故事,0
你知道我的男朋友是谁吗,你知道我男朋友是谁吗,1
老大的电话,中国联通电话,0
还有几天到双十一,十一月十二日是星期几,0
机器人的照片,打开照片,0
oppoA3配件价格,a73手机价格,0
我和你的关系,两个关系,0
把我从心里删掉吧,忘了我吧,1
请说句四川话,讲个四川话听听,1
我睡醒了,我不想说了,0
我要做你爸爸,你知道我要做你爸爸了吧,1
你难道不会玩捉迷藏吗,你会不会玩捉迷藏,1
小鲜肉都是年轻人,哦这年轻人,0
我问你的头发有几根,你有头发吗,0
OPPO手机质量怎么样,OPPO手机好用不好用,0
我是真想他了,我想他了,1
看了在酷狗音乐的直播,把酷狗音乐,0
今天好多,今天天气多好啊,0
reno4se充电,oppo reno4 se的充电接口,0
我的衣服好不好看,她们弟的衣服好不好看,0
我我想知道你学习啥呢,学习啥呢,1
我在写情书,一点这个字写了个在情书你就,0
肖战怎么了,你觉得肖战怎么样,0
那你告诉我你叫什么名字,我叫你什么你能答应,1
我想知道你是不是好孩子,你是个好孩子吗,1
那我和你好像,你好你好,0
那现在呢,那么现在呢,1
究竟为什么不告诉我,怎么不告诉我,1
我们就不搅扰你们了,不打扰了,1
密码忘了怎么找回,图案密码忘记了怎么找回,0
哈喽你吃饭了吗,你到底有没有吃饭呢,1
reno10倍变焦版充电口,reno 10倍变焦版的电池,0
好不好能吗下能帮我,你能帮我吗？,0
怎么更改来信息提示音,修改指令提示音不成功怎么办,0
他生病了不知道怎么办,不知道怎么了,0
11等于多少,1080±264等于多少斤,0
这个还有我说的那么明白吗,就这个了吗,0
打开故事,你给我讲个鬼故事吧,0
闹钟响了,关闭十一点四十的闹钟,0
狂欢吗一起出去,你想要出去浪吗,0
r15的屏幕介绍,R15屏幕总成,0
我明年几岁,到了明年我就出生几年了,1
九减六等于几,七加七等于多少,0
提醒我晚上八点敷面膜,十一点58分提醒我,0
goodbyes,goodbye,1
那么你真的可我还真想要和你聊聊,我可以跟你聊天吗,1
帮我充电,帮我充满电,1
我感谢你,我为什么感谢你,0
我男朋友不爱我了,我对象不爱我了,1
讲个笑话笑话,笑话可以吗,1
我现在不需要你,并不需要你我现在,1
我们睡觉吧Reno,Reno睡觉,0
我要买吃的,外卖快餐,0
有点不舒服,不舒服不知道咋说,0
我想结婚了,我想和你结婚,0
我和你是一个国家的,一个国家,0
A52是否支持NFC,A32支持NFC吗,0
我真的错了对不起,对不起我知道错了,1
三分钟等于多少秒,七千米等于几米,0
你好我叫,"你好,你叫什么",0
幼儿歌吗,你会唱什么歌,0
别跟我说没用的,不用跟我说没有用,1
给我唱一首生日快乐,你给我唱一首歌呗,0
你妈妈好吗,你妈好吗,1
给我借点钱吧,给我借点钱,1
我凭什么告诉你,我为什么要告诉你,1
帮我查一下义乌的天气,你那的天气怎么样,0
知道我的,我知道我知道,0
这里哪有厕所,我要上厕所,0
你在做什么,你做啥子,1
这个闹铃,提醒我明天早上五点半起床,0
靠着不出来呢,我说不出来,0
手机进网许可证号的查看方法,手机进网许可证号查询,1
给我们的老公一个苹果,给我一个苹果,0
提高屏幕Reno,reno换屏幕,0
蜗牛音乐,你知道什么音乐,0
我的微信分身没有了。怎么办？,平板怎么打开备份？,0
要是来几天的这个工资时间不多啊,"我时间不多了,",0
关于你该是我的谁呢,你是我的什么人呢,1
我真的很美吗,我的颜值真的很高吗,1
闹钟响了,定四点半的闹钟,0
我就是不明白呀,像我整不明白,0
咱俩下五子棋,五子棋,0
我觉得我们可以回家啦,我们觉得我们们可以回家啦,0
你要说话看着瞧,你要怎么说话,0
你是不是傻子,你是不是二傻子,1
西瓜你要不要吃,你要不要吃西瓜,1
给我讲讲人生哲学,想听听你说的人生哲理,1
想知道你的主人帅不帅,你主人帅不帅,1
设置七点半的闹铃,定个六点钟闹钟,0
谁是世界上最好的人,世界上最好的人是谁,1
年五一放假,学校五一放假三天,0
你是不是很聪明,你一定很聪明,0
她的妈妈就来放个屁吧,你就来放个屁吧,0
在我看来你说话很累,你说话不累吗,1
你真是不错,你真了不起,1
你这么蠢自己都不知道吧,你就是个猪,1
妈妈的妈妈的妈妈叫什么,奶奶的妈妈,0
锁死手机要解锁方法,手机锁屏打不开解锁,0
我想用一个新名字来叫你,想给你换一个名字,1
闹钟响了,定个15分钟闹钟,0
把我刚才拍的照片发在朋友圈说今天心情很好,我拍照片喜欢发朋友圈,0
你不能小瞧他,他不可小觑,1
王源怎么了,我想王源了,0
嗯你叫什么名字来着,你叫什么名字来着,1
要是Reno你是不是,你是不是什么都知道,0
